"인텔 코어i7-7세대 7700 (카비레이크)(정품),인텔,인텔(코어i7-7세대),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 8개,3.6 GHz,14nm,65 W,,인텔 HD 630"
"인텔 코어i7-7세대 7700K (카비레이크)(벌크),인텔,인텔(코어i7-7세대),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 8개,4.2 GHz,14nm,91 W,,인텔 HD 630"
"인텔 제온 E3-1275V6 (카비레이크)(정품),인텔,인텔(제온),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 8개,3.8 GHz,,73 W,,인텔 HD P630"
"인텔 코어i7-7세대 7700 (카비레이크)(벌크 + 쿨러),인텔,인텔(코어i7-7세대),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 8개,3.6 GHz,14nm,65 W,,인텔 HD 630"
"인텔 코어i5-4세대 4690 (하스웰 리프레시)(벌크 + 쿨러),인텔,인텔(코어i5-4세대),인텔(소켓1150),64(32) 비트,쿼드 코어,쓰레드 4개,3.5 GHz,22nm,84 W,윈도우 7 가상화,인텔 HD 4600"
"인텔 하이엔드 데스크탑 6850K (브로드웰-E)(정품 박스),인텔,인텔(코어i7-5세대),인텔(소켓2011-V3),64 비트,헥사(6) 코어,쓰레드 12개,3.6 GHz,14nm,140 W,,"
"인텔 코어i3-6세대 6100 (스카이레이크)(벌크),인텔,인텔(코어i3-6세대),인텔(소켓1151),64 비트,듀얼 코어,쓰레드 4개,3.7 GHz,14nm,51 W,윈도우 7 가상화,인텔 HD 530"
"인텔 코어i5-3세대 3570 (아이비브릿지)(벌크),인텔,인텔(코어i5-3세대),인텔(소켓1155),64(32) 비트,쿼드 코어,쓰레드 4개,3.4 GHz,22nm,77 W,윈도우 7 가상화,인텔 HD 2500"
"인텔 코어i5-7세대 7400 (카비레이크)(벌크),인텔,인텔(코어i5-7세대),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 4개,3.0 GHz,14nm,65 W,,인텔 HD 630"
"인텔 제온 E3-1231V3 (하스웰 리프레시)(벌크),인텔,인텔(제온),인텔(소켓1150),64(32) 비트,쿼드 코어,쓰레드 8개,3.4 GHz,22nm,80 W,윈도우 7 가상화,"
"인텔 코어i3-6세대 6100 (스카이레이크)(벌크 + 쿨러),인텔,인텔(코어i3-6세대),인텔(소켓1151),64 비트,듀얼 코어,쓰레드 4개,3.7 GHz,14nm,51 W,윈도우 7 가상화,인텔 HD 530"
"인텔 코어i5-6세대 6400 (스카이레이크)(벌크 + 쿨러),인텔,인텔(코어i5-6세대),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 4개,2.7 GHz,14nm,65 W,윈도우 7 가상화,인텔 HD 530"
"인텔 코어i5-6세대 6400 (스카이레이크)(병행수입 박스),인텔,인텔(코어i5-6세대),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 4개,2.7 GHz,14nm,65 W,윈도우 7 가상화,인텔 HD 530"
"인텔 코어i5-6세대 6600 (스카이레이크)(벌크),인텔,인텔(코어i5-6세대),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 4개,3.3 GHz,14nm,65 W,윈도우 7 가상화,인텔 HD 530"
"인텔 코어i7-6세대 6700 (스카이레이크)(벌크),인텔,인텔(코어i7-6세대),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 8개,3.4 GHz,14nm,65 W,윈도우 7 가상화,인텔 HD 530"
"인텔 코어i5-6세대 6400 (스카이레이크)(벌크),인텔,인텔(코어i5-6세대),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 4개,2.7 GHz,14nm,65 W,윈도우 7 가상화,인텔 HD 530"
"AMD A8 7650K (카베리)(정품),AMD,AMD(카베리-A8),AMD(소켓FM2+),64(32) 비트,쿼드 코어,쓰레드 4개,3.3 GHz,28nm,95 W,윈도우 7 가상화,AMD R7 시리즈"
"인텔 코어i5-4세대 4690 (하스웰 리프레시)(벌크),인텔,인텔(코어i5-4세대),인텔(소켓1150),64(32) 비트,쿼드 코어,쓰레드 4개,3.5 GHz,22nm,84 W,윈도우 7 가상화,인텔 HD 4600"
"인텔 코어i3-7세대 7100 (카비레이크)(병행수입 박스),인텔,인텔(코어i3-7세대),인텔(소켓1151),64 비트,듀얼 코어,쓰레드 4개,3.9 GHz,14nm,51 W,,인텔 HD 630"
"인텔 코어i5-6세대 6500 (스카이레이크)(벌크 + 쿨러),인텔,인텔(코어i5-6세대),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 4개,3.2 GHz,14nm,65 W,윈도우 7 가상화,인텔 HD 530"
"인텔 코어i7-4세대 4790 (하스웰 리프레시)(벌크),인텔,인텔(코어i7-4세대),인텔(소켓1150),64(32) 비트,쿼드 코어,쓰레드 8개,3.6 GHz,22nm,84 W,윈도우 7 가상화,인텔 HD 4600"
"인텔 코어i7-3세대 3770 (아이비브릿지)(벌크 + 쿨러),인텔,인텔(코어i7-3세대),인텔(소켓1155),64(32) 비트,쿼드 코어,쓰레드 8개,3.4 GHz,22nm,77 W,윈도우 7 가상화,인텔 HD 4000"
"인텔 코어i3-6세대 6100 (스카이레이크)(병행수입 박스),인텔,인텔(코어i3-6세대),인텔(소켓1151),64 비트,듀얼 코어,쓰레드 4개,3.7 GHz,14nm,51 W,윈도우 7 가상화,인텔 HD 530"
"인텔 코어i7-6세대 6700 (스카이레이크)(병행수입 박스),인텔,인텔(코어i7-6세대),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 8개,3.4 GHz,14nm,65 W,윈도우 7 가상화,인텔 HD 530"
"인텔 제온 E5-2620V3 (하스웰-EP)(정품),인텔,인텔(제온),인텔(소켓2011-V3),64(32) 비트,헥사(6) 코어,쓰레드 12개,2.4 GHz,22nm,85 W,윈도우 7 가상화,"
"인텔 코어i5-7세대 7600 (카비레이크)(벌크),인텔,인텔(코어i5-7세대),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 4개,3.5 GHz,14nm,65 W,,인텔 HD 630"
"인텔 코어2듀오 E8500 (울프데일)(벌크),인텔,인텔(코어2듀오),인텔(소켓775),64(32) 비트,듀얼 코어,쓰레드 2개,3.16 GHz,45nm,65 W,윈도우 7 가상화,"
"인텔 코어i5-6세대 6500 (스카이레이크)(벌크),인텔,인텔(코어i5-6세대),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 4개,3.2 GHz,14nm,65 W,윈도우 7 가상화,인텔 HD 530"
"인텔 코어i5-4세대 4460 (하스웰 리프레시)(벌크),인텔,인텔(코어i5-4세대),인텔(소켓1150),64(32) 비트,쿼드 코어,쓰레드 4개,3.2 GHz,22nm,84 W,윈도우 7 가상화,인텔 HD 4600"
"인텔 코어i5-6세대 6600 (스카이레이크)(벌크 + 쿨러),인텔,인텔(코어i5-6세대),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 4개,3.3 GHz,14nm,65 W,윈도우 7 가상화,인텔 HD 530"
"인텔 코어i7-6세대 6700 (스카이레이크)(벌크 + 쿨러),인텔,인텔(코어i7-6세대),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 8개,3.4 GHz,14nm,65 W,윈도우 7 가상화,인텔 HD 530"
"인텔 코어i5-7세대 7500 (카비레이크)(병행수입 박스),인텔,인텔(코어i5-7세대),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 4개,3.4 GHz,14nm,65 W,,인텔 HD 630"
"인텔 코어i3-3세대 3220 (아이비브릿지)(벌크),인텔,인텔(코어i3-3세대),인텔(소켓1155),64(32) 비트,듀얼 코어,쓰레드 4개,3.3 GHz,22nm,55 W,윈도우 7 가상화,인텔 HD 2500"
"인텔 제온 E5-2630V3 (하스웰-EP)(정품),인텔,인텔(제온),인텔(소켓2011-V3),64 비트,옥타(8) 코어,쓰레드 16개,2.4 GHz,22nm,85 W,윈도우 7 가상화,"
"인텔 코어i5-4세대 4590 (하스웰 리프레시)(벌크),인텔,인텔(코어i5-4세대),인텔(소켓1150),64(32) 비트,쿼드 코어,쓰레드 4개,3.3 GHz,22nm,84 W,윈도우 7 가상화,인텔 HD 4600"
"인텔 코어i5-4세대 4460 (하스웰 리프레시)(병행수입 박스),인텔,인텔(코어i5-4세대),인텔(소켓1150),64(32) 비트,쿼드 코어,쓰레드 4개,3.2 GHz,22nm,84 W,윈도우 7 가상화,인텔 HD 4600"
"인텔 제온 E5-2603V3 (하스웰-EP)(정품),인텔,인텔(제온),인텔(소켓2011-V3),64 비트,헥사(6) 코어,쓰레드 6개,1.6 GHz,22nm,85 W,윈도우 7 가상화,"
"인텔 코어i3-4세대 4170 (하스웰 리프레시)(병행수입 박스),인텔,인텔(코어i3-4세대),인텔(소켓1150),64(32) 비트,듀얼 코어,쓰레드 4개,3.7 GHz,22nm,54 W,윈도우 7 가상화,인텔 HD 4400"
"인텔 제온 E3-1220V6 (카비레이크)(정품),인텔,인텔(제온),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 8개,3.0 GHz,,72 W,,"
"인텔 코어2쿼드 Q8400 (요크필드)(벌크),인텔,인텔(코어2쿼드),인텔(소켓775),64(32) 비트,쿼드 코어,쓰레드 4개,2.66 GHz,45nm,95 W,,"
"인텔 펜티엄 G4400 (스카이레이크)(병행수입 박스),인텔,인텔(펜티엄),인텔(소켓1151),64 비트,듀얼 코어,쓰레드 2개,3.3 GHz,14nm,54 W,윈도우 7 가상화,인텔 HD 510"
"인텔 코어i7-7세대 7700K (카비레이크)(병행수입 박스),인텔,인텔(코어i7-7세대),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 8개,4.2 GHz,14nm,91 W,,인텔 HD 630"
"인텔 코어i5-4세대 4460 (하스웰 리프레시)(벌크 + 쿨러),인텔,인텔(코어i5-4세대),인텔(소켓1150),64(32) 비트,쿼드 코어,쓰레드 4개,3.2 GHz,22nm,84 W,윈도우 7 가상화,인텔 HD 4600"
"인텔 코어2듀오 E7500 (울프데일)(벌크),인텔,인텔(코어2듀오),인텔(소켓775),64(32) 비트,듀얼 코어,쓰레드 2개,2.93 GHz,45nm,65 W,,"
"인텔 코어i5-6세대 6600K (스카이레이크)(병행수입 박스),인텔,인텔(코어i5-6세대),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 4개,3.5 GHz,14nm,91 W,윈도우 7 가상화,인텔 HD 530"
"인텔 제온 E5-2609V3 (하스웰-EP)(정품),인텔,인텔(제온),인텔(소켓2011-V3),64(32) 비트,헥사(6) 코어,쓰레드 6개,1.9 GHz,22nm,85 W,윈도우 7 가상화,"
"인텔 제온 E3-1271V3 (하스웰 리프레시)(정품),인텔,인텔(제온),인텔(소켓1150),64(32) 비트,쿼드 코어,쓰레드 8개,3.6 GHz,22nm,80 W,윈도우 7 가상화,"
"AMD 라이젠 7 1700X (서밋 릿지)(병행수입),AMD,AMD(라이젠 7),AMD(소켓AM4),64 비트,옥타(8) 코어,쓰레드 16개,3.4 GHz,14nm,95 W,,"
"인텔 코어i7-3세대 3770 (아이비브릿지)(벌크),인텔,인텔(코어i7-3세대),인텔(소켓1155),64(32) 비트,쿼드 코어,쓰레드 8개,3.4 GHz,22nm,77 W,윈도우 7 가상화,인텔 HD 4000"
"인텔 제온 E3-1241V3 (하스웰 리프레시)(정품),인텔,인텔(제온),인텔(소켓1150),64(32) 비트,쿼드 코어,쓰레드 8개,3.5 GHz,22nm,80 W,윈도우 7 가상화,"
"인텔 제온 E5-2670V3 (하스웰-EP)(정품),인텔,인텔(제온),인텔(소켓2011-V3),64(32) 비트,12 코어,쓰레드 24개,2.3 GHz,22nm,120 W,윈도우 7 가상화,"
"인텔 코어i5-6세대 6600 (스카이레이크)(병행수입 박스),인텔,인텔(코어i5-6세대),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 4개,3.3 GHz,14nm,65 W,윈도우 7 가상화,인텔 HD 530"
"인텔 코어i5-7세대 7600 (카비레이크)(병행수입 박스),인텔,인텔(코어i5-7세대),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 4개,3.5 GHz,14nm,65 W,,인텔 HD 630"
"인텔 제온 E3-1230V6 (카비레이크)(정품),인텔,인텔(제온),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 8개,3.5 GHz,,72 W,,"
"인텔 코어i5-4세대 4590 (하스웰 리프레시)(벌크 + 쿨러),인텔,인텔(코어i5-4세대),인텔(소켓1150),64(32) 비트,쿼드 코어,쓰레드 4개,3.3 GHz,22nm,84 W,윈도우 7 가상화,인텔 HD 4600"
"인텔 코어2듀오 E8400 (울프데일)(벌크),인텔,인텔(코어2듀오),인텔(소켓775),64(32) 비트,듀얼 코어,쓰레드 2개,3.0 GHz,45nm,65 W,윈도우 7 가상화,"
"인텔 제온 E5-2660V3 (하스웰-EP)(정품),인텔,인텔(제온),인텔(소켓2011-V3),64 비트,10 코어,쓰레드 20개,2.6 GHz,22nm,85 W,윈도우 7 가상화,"
"인텔 제온 E5-2650V3 (하스웰-EP)(정품),인텔,인텔(제온),인텔(소켓2011-V3),64(32) 비트,10 코어,쓰레드 20개,2.3 GHz,22nm,105 W,윈도우 7 가상화,"
"인텔 제온 E3-1276V3 (하스웰 리프레시)(정품),인텔,인텔(제온),인텔(소켓1150),64(32) 비트,쿼드 코어,쓰레드 8개,3.6 GHz,22nm,84 W,윈도우 7 가상화,인텔 HD P4600"
"인텔 코어i3-3세대 3220 (아이비브릿지)(벌크 + 쿨러),인텔,인텔(코어i3-3세대),인텔(소켓1155),64(32) 비트,듀얼 코어,쓰레드 4개,3.3 GHz,22nm,55 W,윈도우 7 가상화,인텔 HD 2500"
"인텔 제온 E5-2640V3 (하스웰-EP)(정품),인텔,인텔(제온),인텔(소켓2011-V3),64 비트,옥타(8) 코어,쓰레드 16개,2.6 GHz,22nm,90 W,윈도우 7 가상화,"
"인텔 셀러론 G3930 (카비레이크)(병행수입 박스),인텔,인텔(셀러론),인텔(소켓1151),64 비트,듀얼 코어,쓰레드 2개,2.9 GHz,14nm,51 W,,인텔 HD 610"
"인텔 코어i7-4세대 4790 (하스웰 리프레시)(벌크 + 쿨러),인텔,인텔(코어i7-4세대),인텔(소켓1150),64(32) 비트,쿼드 코어,쓰레드 8개,3.6 GHz,22nm,84 W,윈도우 7 가상화,인텔 HD 4600"
"인텔 코어i5-7세대 7400 (카비레이크)(병행수입 박스),인텔,인텔(코어i5-7세대),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 4개,3.0 GHz,14nm,65 W,,인텔 HD 630"
"인텔 코어i3-4세대 4170 (하스웰 리프레시)(벌크),인텔,인텔(코어i3-4세대),인텔(소켓1150),64(32) 비트,듀얼 코어,쓰레드 4개,3.7 GHz,22nm,54 W,윈도우 7 가상화,인텔 HD 4400"
"인텔 제온 E3-1230V5 (스카이레이크)(벌크),인텔,인텔(제온),인텔(소켓1151),64(32) 비트,쿼드 코어,쓰레드 8개,3.4 GHz,14nm,80 W,,"
"인텔 제온 E3-1270V6 (카비레이크)(정품),인텔,인텔(제온),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 8개,3.8 GHz,,72 W,,"
"인텔 제온 E3-1230V5 (스카이레이크)(벌크 + 쿨러),인텔,인텔(제온),인텔(소켓1151),64(32) 비트,쿼드 코어,쓰레드 8개,3.4 GHz,14nm,80 W,,"
"인텔 코어i3-4세대 4170 (하스웰 리프레시)(벌크 + 쿨러),인텔,인텔(코어i3-4세대),인텔(소켓1150),64(32) 비트,듀얼 코어,쓰레드 4개,3.7 GHz,22nm,54 W,윈도우 7 가상화,인텔 HD 4400"
"인텔 제온 E3-1225V6 (카비레이크)(정품),인텔,인텔(제온),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 8개,3.3 GHz,,73 W,,인텔 HD P630"
"인텔 코어i7-4세대 4790 (하스웰 리프레시)(병행수입 박스),인텔,인텔(코어i7-4세대),인텔(소켓1150),64(32) 비트,쿼드 코어,쓰레드 8개,3.6 GHz,22nm,84 W,윈도우 7 가상화,인텔 HD 4600"
"인텔 코어i3-3세대 3240 (아이비브릿지)(벌크 + 쿨러),인텔,인텔(코어i3-3세대),인텔(소켓1155),64(32) 비트,듀얼 코어,쓰레드 4개,3.4 GHz,22nm,55 W,윈도우 7 가상화,인텔 HD 2500"
"AMD 애슬론-X4 870K (고다바리)(정품),AMD,AMD(애슬론-X4),AMD(소켓FM2+),64 비트,쿼드 코어,쓰레드 4개,3.9 GHz,28nm,95 W,,"
"인텔 코어i5-4세대 4590 (하스웰 리프레시)(병행수입 박스),인텔,인텔(코어i5-4세대),인텔(소켓1150),64(32) 비트,쿼드 코어,쓰레드 4개,3.3 GHz,22nm,84 W,윈도우 7 가상화,인텔 HD 4600"
"인텔 제온 E3-1240V6 (카비레이크)(정품),인텔,인텔(제온),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 8개,3.7 GHz,,72 W,,"
"인텔 제온 E3-1246V3 (하스웰 리프레시)(정품),인텔,인텔(제온),인텔(소켓1150),64(32) 비트,쿼드 코어,쓰레드 8개,3.5 GHz,22nm,84 W,윈도우 7 가상화,인텔 HD P4600"
"인텔 코어i3-6세대 6300 (스카이레이크)(벌크),인텔,인텔(코어i3-6세대),인텔(소켓1151),64 비트,듀얼 코어,쓰레드 4개,3.8 GHz,14nm,51 W,윈도우 7 가상화,인텔 HD 530"
"인텔 제온 E3-1245V6 (카비레이크)(정품),인텔,인텔(제온),인텔(소켓1151),64 비트,쿼드 코어,쓰레드 8개,3.7 GHz,,73 W,,인텔 HD P630"
"인텔 제온 E5-2687WV3 (하스웰-EP)(정품),인텔,인텔(제온),인텔(소켓2011-V3),64 비트,10 코어,쓰레드 20개,3.1 GHz,22nm,160 W,윈도우 7 가상화,"
"인텔 제온 E5-2680V3 (하스웰-EP)(정품),인텔,인텔(제온),인텔(소켓2011-V3),64(32) 비트,12 코어,쓰레드 24개,2.5 GHz,22nm,120 W,윈도우 7 가상화,"
"인텔 펜티엄 G3240 (하스웰 리프레시)(벌크),인텔,인텔(펜티엄),인텔(소켓1150),64(32) 비트,듀얼 코어,쓰레드 2개,3.1 GHz,22nm,54 W,,인텔 HD"
"인텔 코어i3-3세대 3240 (아이비브릿지)(벌크),인텔,인텔(코어i3-3세대),인텔(소켓1155),64(32) 비트,듀얼 코어,쓰레드 4개,3.4 GHz,22nm,55 W,윈도우 7 가상화,인텔 HD 2500"
"인텔 제온 E3-1231V3 (하스웰 리프레시)(벌크 + 쿨러),인텔,인텔(제온),인텔(소켓1150),64(32) 비트,쿼드 코어,쓰레드 8개,3.4 GHz,22nm,80 W,윈도우 7 가상화,"
"인텔 제온 E5-2690V3 (하스웰-EP)(정품),인텔,인텔(제온),인텔(소켓2011-V3),64 비트,12 코어,쓰레드 24개,2.6 GHz,22nm,135 W,윈도우 7 가상화,"
"인텔 제온 E3-1226V3 (하스웰 리프레시)(정품),인텔,인텔(제온),인텔(소켓1150),64(32) 비트,쿼드 코어,쓰레드 4개,3.3 GHz,22nm,84 W,윈도우 7 가상화,인텔 HD P4600"
"인텔 펜티엄 G3240 (하스웰 리프레시)(벌크 +  쿨러),인텔,인텔(펜티엄),인텔(소켓1150),64(32) 비트,듀얼 코어,쓰레드 2개,3.1 GHz,22nm,54 W,,인텔 HD"
"인텔 제온 X5472 (하퍼타운)(벌크),인텔,인텔(제온),인텔(소켓771),64(32) 비트,쿼드 코어,쓰레드 4개,3.0 GHz,45nm,120 W,윈도우 7 가상화,"
"인텔 제온 X5482 (하퍼타운)(벌크),인텔,인텔(제온),인텔(소켓771),64(32) 비트,쿼드 코어,쓰레드 4개,3.2 GHz,45nm,150 W,윈도우 7 가상화,"
